cik,name,sic,sic_description,state,n_10k,n_8k,n_total_filings,tier,ticker,disrupted
0000016868,CANADIAN NATIONAL RAILWAY CO,4011,"Railroads, Line-Haul Operating",A8,0,0,1003,2,CNI,0
0000202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",DE,8,137,1010,2,LHX,0
0001323404,Wheaton Precious Metals Corp.,1040,Gold and Silver Ores,A6,0,0,709,2,WPM,0
0000075362,PACCAR INC,3711,Motor Vehicles & Passenger Car Bodies,DE,6,41,1001,2,PCAR,0
0001446250,Bayerische Motoren Werke AG/ADR,8880,American Depositary Receipts,,0,0,13,2,BMWKY,0
0000745732,"ROSS STORES, INC.",5651,Retail-Family Clothing Stores,DE,13,123,1000,4,ROST,0
0001648416,Ferrari N.V.,3711,Motor Vehicles & Passenger Car Bodies,P7,0,0,599,2,RACE,0
0001276187,Energy Transfer LP,4922,Natural Gas Transmission,OK,15,296,1000,2,ET,0
0001002242,ENI SPA,1311,Crude Petroleum & Natural Gas,L6,0,0,561,2,E,0
0001232384,TC ENERGY CORP,4922,Natural Gas Transmission,A0,0,0,962,2,TRP,0
0001534701,Phillips 66,2911,Petroleum Refining,DE,12,121,1005,1,PSX,0
0000002969,"Air Products & Chemicals, Inc.",2810,Industrial Inorganic Chemicals,DE,10,117,1003,1,APD,0
0000866787,AUTOZONE INC,5531,Retail-Auto & Home Supply Stores,NV,9,104,1000,4,AZO,0
0001086888,MANULIFE FINANCIAL CORP,6311,Life Insurance,,0,0,1002,2,MFC,0
0001035002,VALERO ENERGY CORP/TX,2911,Petroleum Refining,DE,13,187,1009,1,VLO,0
0001262039,"Fortinet, Inc.",3577,"Computer Peripheral Equipment, NEC",DE,9,69,1002,1,FTNT,0
0001297996,"DIGITAL REALTY TRUST, INC.",6798,Real Estate Investment Trusts,MD,9,199,1001,2,DLR,0
0001701605,Baker Hughes Co,3533,Oil & Gas Field Machinery & Equipment,DE,9,119,895,1,BKR,0
0001067491,Infosys Ltd,7371,Services-Computer Programming Services,,0,0,708,2,INFY,0
0001640147,Snowflake Inc.,7372,Services-Prepackaged Software,DE,5,35,1000,2,SNOW,0
0000049938,IMPERIAL OIL LTD,2911,Petroleum Refining,,25,349,578,1,IMO,0
0001510295,Marathon Petroleum Corp,2911,Petroleum Refining,DE,8,126,1011,1,MPC,0
0001032208,SEMPRA,4932,Gas & Other Services Combined,CA,7,133,1000,2,SRE,0
0001413447,NXP Semiconductors N.V.,3674,Semiconductors & Related Devices,,7,77,1000,2,NXPI,0
0000726728,REALTY INCOME CORP,6798,Real Estate Investment Trusts,MD,11,213,1001,2,O,0
0000004977,AFLAC INC,6321,Accident & Health Insurance,GA,10,112,1002,2,AFL,0
0001395064,TAKEDA PHARMACEUTICAL CO LTD,2834,Pharmaceutical Preparations,,0,0,572,1,TAK,0
0001280452,MONOLITHIC POWER SYSTEMS INC,3674,Semiconductors & Related Devices,DE,6,56,1001,2,MPWR,0
0001692819,Vistra Corp.,4911,Electric Services,DE,8,156,934,2,VST,1
0001552000,MPLX LP,4610,Pipe Lines (No Natural Gas),,9,111,1000,2,MPLX,0
0001136808,E.ON SE,4900,"Electric, Gas & Sanitary Services",,0,0,276,2,EONGY,0
0001555280,Zoetis Inc.,2834,Pharmaceutical Preparations,,7,82,1003,1,ZTS,0
0001067701,"UNITED RENTALS, INC.",7359,"Services-Equipment Rental & Leasing, NEC",DE,11,174,1007,2,URI,0
0000929869,RELX PLC,7389,"Services-Business Services, NEC",X0,0,0,1003,2,RELX,0
0000037996,FORD MOTOR CO,3711,Motor Vehicles & Passenger Car Bodies,DE,8,175,1004,2,F,0
0000715957,"DOMINION ENERGY, INC",4911,Electric Services,VA,10,177,1006,2,D,0
0001842726,London Stock Exchange Group plc,0,,X0,0,0,16,2,LSEGY,0
0000354190,Arthur J. Gallagher & Co.,6411,"Insurance Agents, Brokers & Service",DE,9,111,1006,2,AJG,0
0001973832,AngloGold Ashanti PLC,1040,Gold and Silver Ores,X0,0,0,139,2,AU,0
0000899051,ALLSTATE CORP,6331,"Fire, Marine & Casualty Insurance",DE,9,190,1000,2,ALL,0
0001039684,ONEOK INC /NEW/,4923,Natural Gas Transmisison & Distribution,OK,7,269,1000,2,OKE,0
0000277135,"W.W. GRAINGER, INC.",5000,Wholesale-Durable Goods,IL,11,86,1001,3,GWW,0
0001037868,AMETEK INC/,3823,"Industrial Instruments For Measurement, Display, and Control",DE,11,97,1005,2,AME,0
0001783180,CARRIER GLOBAL Corp,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,DE,6,83,531,1,CARR,0
0001274152,CSL LTD,0,,,0,0,11,2,CSLLY,0
0000721371,CARDINAL HEALTH INC,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",OH,12,133,1010,3,CAH,0
0000835403,DIAGEO PLC,2080,Beverages,X0,0,0,775,1,DEO,0
0000815556,FASTENAL CO,5200,"Retail-Building Materials, Hardware, Garden Supply",MN,14,153,1000,4,FAST,0
0000027419,TARGET CORP,5331,Retail-Variety Stores,MN,10,114,1000,4,TGT,0
0001393311,Public Storage,6798,Real Estate Investment Trusts,MD,10,127,1003,2,PSA,0
0001468522,Ferrovial SE,1600,Heavy Construction Other Than Bldg Const - Contractors,P7,0,0,145,2,FER,0
0002011641,Ferguson Enterprises Inc. /DE/,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies,DE,2,14,179,3,FERG,0
0001099219,METLIFE INC,6311,Life Insurance,DE,6,117,1003,2,MET,0
0001697862,ARGENX SE,2836,"Biological Products, (No Diagnostic Substances)",P7,0,0,263,1,ARGX,0
0002057673,Brand Meditech Ltd,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",,0,0,4,3,AED,1
0001805284,"Rocket Companies, Inc.",6162,Mortgage Bankers & Loan Correspondents,MI,5,92,624,2,RKT,0
0001755672,"Corteva, Inc.",100,Agricultural Production-Crops,DE,7,60,575,0,CTVA,0
0001058090,CHIPOTLE MEXICAN GRILL INC,5812,Retail-Eating  Places,,13,111,1001,2,CMG,0
0001122411,"ASE Technology Holding Co., Ltd.",3674,Semiconductors & Related Devices,F5,0,0,856,2,ASX,0
0001009001,CAMECO CORP,1090,Miscellaneous Metal Ores,,0,0,794,2,CCJ,0
0000874716,IDEXX LABORATORIES INC /DE,2835,In Vitro & In Vivo Diagnostic Substances,DE,12,105,1004,1,IDXX,0
0001471055,Banco Santander (Brasil) S.A.,6029,"Commercial Banks, NEC",D5,0,0,1005,2,BSBR,0
0000712515,ELECTRONIC ARTS INC.,7372,Services-Prepackaged Software,DE,6,69,1000,2,EA,0
0000097210,"TERADYNE, INC",3825,Instruments For Meas & Testing of  Electricity & Elec Signals,MA,13,102,1002,2,TER,0
0001900304,Haleon plc,2844,"Perfumes, Cosmetics & Other Toilet Preparations",X0,0,0,466,1,HLN,0
0001243429,ArcelorMittal,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",,0,0,1000,1,MT,0
0001539838,"Diamondback Energy, Inc.",1311,Crude Petroleum & Natural Gas,DE,10,165,1000,2,FANG,0
0001769628,"CoreWeave, Inc.",7372,Services-Prepackaged Software,DE,0,21,542,2,CRWV,0
0001456346,FRANCO NEVADA Corp,1040,Gold and Silver Ores,Z4,0,0,400,2,FNV,0
0000003570,"Cheniere Energy, Inc.",4924,Natural Gas Distribution,DE,11,246,1000,2,LNG,0
0001389170,Targa Resources Corp.,4922,Natural Gas Transmission,,11,156,1000,2,TRGP,0
0000769397,"Autodesk, Inc.",7372,Services-Prepackaged Software,DE,11,111,1000,2,ADSK,0
0000882184,HORTON D R INC /DE/,1531,Operative Builders,DE,10,111,1003,2,DHI,0
0001109357,EXELON CORP,4931,Electric & Other Services Combined,PA,10,148,1006,2,EXC,0
0000035527,FIFTH THIRD BANCORP,6022,State Commercial Banks,OH,6,201,1001,2,FITB,0
0001329099,"Baidu, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",E9,0,0,538,2,BIDU,0
0000046619,HEICO CORP,3724,Aircraft Engines & Engine Parts,FL,18,127,1003,2,HEI,0
0001565025,AMBEV S.A.,2080,Beverages,D5,0,0,1000,1,ABEV,0
0002021390,Galderma Group AG/ADR,0,,V8,0,0,4,2,GALDY,0
0001069336,SWISSCOM AG,4813,Telephone Communications (No Radiotelephone),,0,0,132,2,SCMWY,0
0000072903,XCEL ENERGY INC,4931,Electric & Other Services Combined,MN,8,188,1000,2,XEL,0
0001172724,GOLD FIELDS LTD,1040,Gold and Silver Ores,,0,0,1001,2,GFI,0
0002018139,Toyota Tsusho Corporation/ADR,0,,,0,0,2,2,TYHOY,0
0001650107,COCA-COLA EUROPACIFIC PARTNERS plc,2086,Bottled & Canned Soft Drinks & Carbonated Waters,X0,0,0,554,1,CCEP,0
0001120193,"NASDAQ, INC.",6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",DE,11,136,1005,2,NDAQ,0
0001035983,COMFORT SYSTEMS USA INC,1731,Electrical Work,,15,171,1004,2,FIX,0
0000027904,"DELTA AIR LINES, INC.",4512,"Air Transportation, Scheduled",DE,10,186,1004,2,DAL,1
0000797468,OCCIDENTAL PETROLEUM CORP /DE/,1311,Crude Petroleum & Natural Gas,DE,11,154,1001,2,OXY,0
0001099800,Edwards Lifesciences Corp,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",DE,7,61,1005,2,EW,0
0000065984,ENTERGY CORP /DE/,4911,Electric Services,DE,6,88,1000,2,ETR,0
0000056873,KROGER CO,5411,Retail-Grocery Stores,OH,7,93,1002,4,KR,0
0001121788,GARMIN LTD,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",V8,11,58,1003,2,GRMN,0
0001041061,YUM BRANDS INC,5812,Retail-Eating  Places,NC,11,126,1001,2,YUM,0
0001138118,"CBRE GROUP, INC.",6500,Real Estate,DE,10,126,1000,2,CBRE,0
0000815097,CARNIVAL CORP,4400,Water Transportation,R1,16,201,1007,2,CCL,0
0000047111,HERSHEY CO,2060,Sugar & Confectionery Products,DE,6,69,1006,1,HSY,0
0001315098,Roblox Corp,7372,Services-Prepackaged Software,NV,5,41,1000,2,RBLX,0
0001024478,"ROCKWELL AUTOMATION, INC",3829,"Measuring & Controlling Devices, NEC",DE,7,66,1000,2,ROK,0
0000820027,AMERIPRISE FINANCIAL INC,6282,Investment Advice,DE,7,48,1001,2,AMP,0
0001679788,"Coinbase Global, Inc.",6199,Finance Services,TX,5,52,1000,2,COIN,0
0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,3743,Railroad Equipment,DE,9,105,1001,2,WAB,0
0001178670,"ALNYLAM PHARMACEUTICALS, INC.",2834,Pharmaceutical Preparations,,13,146,1001,1,ALNY,0
0000936395,CIENA CORP,3661,Telephone & Telegraph Apparatus,MD,6,51,1000,2,CIEN,0
0001176948,Ares Management Corp,6282,Investment Advice,DE,9,108,1000,2,ARES,0
0001530185,"Ameritek Ventures, Inc.",3714,Motor Vehicle Parts & Accessories,NV,9,32,151,2,ATVK,0
0001664703,Bloom Energy Corp,3620,Electrical Industrial Apparatus,DE,8,95,984,2,BE,0
0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",6331,"Fire, Marine & Casualty Insurance",DE,6,109,1000,2,AIG,0
0000827054,MICROCHIP TECHNOLOGY INC,3674,Semiconductors & Related Devices,DE,7,92,1003,2,MCHP,0
0001511737,Ubiquiti Inc.,3663,Radio & Tv Broadcasting & Communications Equipment,DE,14,119,421,2,UI,0
0000096021,SYSCO CORP,5140,Wholesale-Groceries & Related Products,DE,8,98,1000,3,SYY,0
0001561550,"Datadog, Inc.",7372,Services-Prepackaged Software,DE,5,25,1000,2,DDOG,0
0001125259,CARNIVAL PLC,4400,Water Transportation,,15,196,1001,2,CUK,0
0001633978,Lumentum Holdings Inc.,3669,"Communications Equipment, NEC",DE,9,85,1001,2,LITE,0
0000073309,NUCOR CORP,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",DE,12,116,1000,1,NUE,0
0000701818,KINROSS GOLD CORP,1040,Gold and Silver Ores,,0,0,1000,2,KGC,0
0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,4931,Electric & Other Services Combined,NJ,10,146,1002,2,PEG,0
0001160330,BANK BRADESCO,6022,State Commercial Banks,,0,0,1000,2,BBD,0
0000820318,COHERENT CORP.,3827,Optical Instruments & Lenses,PA,9,164,1007,2,COHR,0
0000850918,GREAT-WEST LIFECO INC.,6311,Life Insurance,Z4,0,0,27,2,GWLIF,0
0001475260,CENOVUS ENERGY INC.,1311,Crude Petroleum & Natural Gas,,0,0,571,2,CVE,0
0001318220,"Waste Connections, Inc.",4953,Refuse Systems,A6,10,144,1012,2,WCN,0
0001050446,Strategy Inc,6199,Finance Services,DE,10,209,1000,2,MSTR,0
0000924613,NOKIA CORP,3663,Radio & Tv Broadcasting & Communications Equipment,H9,0,0,1006,2,NOK,0
0001601046,"Keysight Technologies, Inc.",3823,"Industrial Instruments For Measurement, Display, and Control",DE,11,93,1000,2,KEYS,0
0001408198,MSCI Inc.,7389,"Services-Business Services, NEC",DE,13,150,1003,2,MSCI,0
0001445930,KB Financial Group Inc.,6029,"Commercial Banks, NEC",M5,0,0,819,2,KB,0
0000878927,"OLD DOMINION FREIGHT LINE, INC.",4213,Trucking (No Local),VA,15,180,1004,2,ODFL,0
0000740260,"Ventas, Inc.",6798,Real Estate Investment Trusts,DE,8,88,1003,2,VTR,0
0001167379,ALCON INC,3851,Ophthalmic Goods,V8,0,0,518,2,ALC,0
0001549802,"JD.com, Inc.",5990,"Retail-Retail Stores, NEC",E9,0,0,372,4,JD,0
0001041130,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,0,,NY,0,0,283,2,DIA,0
0001001250,ESTEE LAUDER COMPANIES INC,2844,"Perfumes, Cosmetics & Other Toilet Preparations",DE,6,68,1008,1,EL,0
0001047862,CONSOLIDATED EDISON INC,4931,Electric & Other Services Combined,NY,7,85,1003,2,ED,0
0000715153,HONDA MOTOR CO LTD,3711,Motor Vehicles & Passenger Car Bodies,,0,0,545,2,HMC,0
0000916076,MARTIN MARIETTA MATERIALS INC,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),NC,11,127,1002,2,MLM,0
0001300514,LAS VEGAS SANDS CORP,7011,Hotels & Motels,NV,18,289,1002,2,LVS,0
0001819994,Rocket Lab Corp,3760,Guided Missiles & Space Vehicles & Parts,,5,71,528,2,RKLB,0
0001651308,BeOne Medicines Ltd.,2834,Pharmaceutical Preparations,,8,247,1003,1,ONC,0
0000818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Pharmaceutical Preparations,L3,9,84,1000,1,TEVA,0
0002046386,Medline Inc.,3841,Surgical & Medical Instruments & Apparatus,DE,0,1,68,2,MDLN,0
0001418135,Keurig Dr Pepper Inc.,2080,Beverages,DE,8,156,1007,1,KDP,0
0001396009,Vulcan Materials CO,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),NJ,12,135,1000,2,VMC,0
0000874766,"HARTFORD INSURANCE GROUP, INC.",6331,"Fire, Marine & Casualty Insurance",DE,11,119,1000,2,HIG,0
0001004980,PG&E Corp,4931,Electric & Other Services Combined,CA,9,298,1000,2,PCG,0
0001070304,ORIX CORP,6159,Miscellaneous Business Credit Institution,,0,0,744,2,IX,0
0001116578,PRUDENTIAL PLC,6311,Life Insurance,X0,0,0,1002,2,PUK,0
0001061736,MEXICAN ECONOMIC DEVELOPMENT INC,2086,Bottled & Canned Soft Drinks & Carbonated Waters,O5,0,0,510,1,FMX,0
0001633917,"PayPal Holdings, Inc.",7389,"Services-Business Services, NEC",,10,126,1001,2,PYPL,0
0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,6331,"Fire, Marine & Casualty Insurance",Z4,0,0,1001,2,FRFHF,0
0001547873,PT Chandra Asri Petrochemical Tbk/ADR,8880,American Depositary Receipts,,0,0,5,2,PTCAY,0
0001885110,Chocoladefabriken Lindt & Spruengli AG/ADR,0,,V8,0,0,3,2,CHLSY,0
0001699150,Ingersoll Rand Inc.,3560,General Industrial Machinery & Equipment,DE,9,107,861,1,IR,0
0001051470,CROWN CASTLE INC.,6798,Real Estate Investment Trusts,DE,11,221,1000,2,CCI,0
0001075124,THOMSON REUTERS CORP /CAN/,2741,Miscellaneous Publishing,A6,0,0,912,1,TRI,0
0001327811,"Workday, Inc.",7374,Services-Computer Processing & Data Preparation,DE,8,81,1000,2,WDAY,0
0000100517,"United Airlines Holdings, Inc.",4512,"Air Transportation, Scheduled",DE,10,213,1000,2,UAL,1
0001932393,GE HealthCare Technologies Inc.,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,DE,4,44,375,2,GEHC,0
0000943819,RESMED INC,3841,Surgical & Medical Instruments & Apparatus,DE,8,58,1000,2,RMD,0
0001065088,EBAY INC,7389,"Services-Business Services, NEC",DE,7,84,1001,2,EBAY,0
0000717826,ERICSSON LM TELEPHONE CO,3663,Radio & Tv Broadcasting & Communications Equipment,V7,0,0,741,2,ERIC,0
0001535759,Kongsberg Gruppen ASA/ADR,8880,American Depositary Receipts,,0,0,4,2,KBGGY,0
0001269238,Trip.com Group Ltd,7389,"Services-Business Services, NEC",E9,0,0,607,2,TCOM,0
0000783325,"WEC ENERGY GROUP, INC.",4931,Electric & Other Services Combined,WI,9,199,1001,2,WEC,0
0001013871,"NRG ENERGY, INC.",4911,Electric Services,DE,7,104,1001,2,NRG,1
0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,7372,Services-Prepackaged Software,DE,11,122,1001,2,TTWO,0
0001097362,SUN LIFE FINANCIAL INC,6311,Life Insurance,Z4,0,0,1000,2,SLF,0
0000844551,WOODSIDE ENERGY GROUP LTD,1311,Crude Petroleum & Natural Gas,,0,0,670,2,WDS,0
0000033213,EQT Corp,1311,Crude Petroleum & Natural Gas,PA,9,187,1007,2,EQT,0
0000900075,COPART INC,5500,Retail-Auto Dealers & Gasoline Stations,DE,18,159,1000,4,CPRT,0
0000055785,KIMBERLY CLARK CORP,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),DE,10,90,1001,1,KMB,0
0000839923,VODAFONE GROUP PUBLIC LTD CO,4812,Radiotelephone Communications,,0,0,1002,2,VOD,0
0000049196,HUNTINGTON BANCSHARES INC /MD/,6021,National Commercial Banks,MD,5,117,1000,2,HBAN,0
0001137774,PRUDENTIAL FINANCIAL INC,6311,Life Insurance,NJ,6,92,1000,2,PRU,0
0000936958,SPDR S&P MIDCAP 400 ETF TRUST,0,,NY,0,0,203,2,MDY,0
0000093751,STATE STREET CORP,6022,State Commercial Banks,MA,3,36,1067,2,STT,0
0000036270,M&T BANK CORP,6022,State Commercial Banks,NY,7,95,1012,2,MTB,0
0001335258,"Live Nation Entertainment, Inc.",7900,Services-Amusement & Recreation Services,DE,14,123,1001,2,LYV,0
0001781335,Otis Worldwide Corp,3600,Electronic & Other Electrical Equipment (No Computer Equip),DE,6,57,503,2,OTIS,0
0001944048,Kenvue Inc.,2844,"Perfumes, Cosmetics & Other Toilet Preparations",DE,3,27,434,1,KVUE,0
0001090872,"AGILENT TECHNOLOGIES, INC.",3826,Laboratory Analytical Instruments,DE,10,102,1011,2,A,0
0001588489,Grayscale Bitcoin Trust ETF,6221,Commodity Contracts Brokers & Dealers,DE,6,86,514,2,GBTC,0
0000947484,ARCH CAPITAL GROUP LTD.,6331,"Fire, Marine & Casualty Insurance",,12,185,1000,2,ACGL,0
0000882835,ROPER TECHNOLOGIES INC,3823,"Industrial Instruments For Measurement, Display, and Control",DE,15,141,1003,2,ROP,0
0001745201,Viking Holdings Ltd,4400,Water Transportation,D0,0,0,120,2,VIK,0
0000105634,"EMCOR Group, Inc.",1731,Electrical Work,DE,10,70,1000,2,EME,0
0002035989,Amrize Ltd,3241,"Cement, Hydraulic",V8,1,11,100,1,AMRZ,0
0001038683,RYANAIR HOLDINGS PLC,4512,"Air Transportation, Scheduled",,0,0,1000,2,RYAAY,0
0000904868,Fresenius SE & Co. KGaA,3841,Surgical & Medical Instruments & Apparatus,2M,0,0,28,2,FSNUY,0
0001069183,"AXON ENTERPRISE, INC.",3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",DE,11,119,1000,1,AXON,0
0000798354,FISERV INC,7389,"Services-Business Services, NEC",WI,7,98,1006,2,FISV,0
0001725964,Nutrien Ltd.,2870,Agricultural Chemicals,Z4,0,0,297,1,NTR,0
0000723531,PAYCHEX INC,8700,"Services-Engineering, Accounting, Research, Management",DE,14,123,1001,2,PAYX,0
0001030894,CELESTICA INC,3672,Printed Circuit Boards,A6,1,17,846,2,CLS,0
0000029534,DOLLAR GENERAL CORP,5331,Retail-Variety Stores,TN,12,117,1001,4,DG,0
0001263043,SHINHAN FINANCIAL GROUP CO LTD,6021,National Commercial Banks,,0,0,996,2,SHG,0
0001027664,ELBIT SYSTEMS LTD,3728,"Aircraft Parts & Auxiliary Equipment, NEC",L3,0,0,1000,2,ESLT,0
0001132924,CHUNGHWA TELECOM CO LTD,4812,Radiotelephone Communications,,0,0,677,2,CHT,0
0001834584,"Coupang, Inc.",5961,Retail-Catalog & Mail-Order Houses,DE,4,46,380,4,CPNG,0
0001415404,EchoStar CORP,4899,"Communications Services, NEC",NV,16,98,1000,2,SATS,0
0001512673,"Block, Inc.",7372,Services-Prepackaged Software,DE,5,65,1003,2,XYZ,0
0000007084,Archer-Daniels-Midland Co,2070,Fats & Oils,DE,7,66,1008,1,ADM,0
0001837240,Symbotic Inc.,3569,"General Industrial Machinery & Equipment, NEC",DE,5,45,665,1,SYM,0
0000814547,FAIR ISAAC CORP,7389,"Services-Business Services, NEC",DE,12,92,1000,2,FICO,0
0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,7371,Services-Computer Programming Services,,6,45,1002,2,CTSH,0
0001104506,INSMED Inc,2834,Pharmaceutical Preparations,VA,11,130,1000,1,INSM,0
0001289490,Extra Space Storage Inc.,6798,Real Estate Investment Trusts,MD,13,143,1001,2,EXR,0
0001000697,WATERS CORP /DE/,3826,Laboratory Analytical Instruments,DE,12,112,1000,2,WAT,0
0002073893,Dollarama Inc./ADR,0,,Z4,0,0,1,2,DLMAY,0
0000720005,RAYMOND JAMES FINANCIAL INC,6211,"Security Brokers, Dealers & Flotation Companies",FL,7,150,1000,2,RJF,0
0000029905,DOVER Corp,3530,"Construction, Mining & Materials Handling Machinery & Equip",NY,13,168,1005,1,DOV,0
0001780312,"AST SpaceMobile, Inc.",4899,"Communications Services, NEC",DE,6,117,542,2,ASTS,0
0001705696,VICI PROPERTIES INC.,6798,Real Estate Investment Trusts,MD,8,145,736,2,VICI,0
0001116132,"TAPESTRY, INC.",3100,Leather & Leather Products,MD,12,166,1010,1,TPR,0
0001524472,Xylem Inc.,3561,Pumps & Pumping Equipment,IN,12,109,1001,1,XYL,0
0001618756,Restaurant Brands International Inc.,5812,Retail-Eating  Places,A6,8,109,1002,2,QSR,0
0001020569,IRON MOUNTAIN INC,6798,Real Estate Investment Trusts,DE,8,79,1002,2,IRM,0
0001094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",DE,13,138,1006,2,TDY,0
0001091667,"CHARTER COMMUNICATIONS, INC. /MO/",4841,Cable & Other Pay Television Services,,9,143,1001,2,CHTR,1
0001403568,"Ulta Beauty, Inc.",5990,"Retail-Retail Stores, NEC",,18,166,1007,4,ULTA,0
0000932787,STMicroelectronics N.V.,3674,Semiconductors & Related Devices,P7,0,0,942,2,STM,0
0001811074,Texas Pacific Land Corp,6792,Oil Royalty Traders,DE,4,39,1001,2,TPL,0
0000313216,KONINKLIJKE PHILIPS NV,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,P7,0,0,857,2,PHG,0
0001604821,"Natera, Inc.",8071,Services-Medical Laboratories,DE,4,42,1000,2,NTRA,0
0001002910,AMEREN CORP,4931,Electric & Other Services Combined,MO,12,163,1000,2,AEE,0
0000920760,LENNAR CORP /NEW/,1520,General Bldg Contractors - Residential Bldgs,DE,12,137,1000,2,LEN,0
0001374310,"Cboe Global Markets, Inc.",6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",DE,12,120,1000,2,CBOE,0
0001393052,VEEVA SYSTEMS INC,7372,Services-Prepackaged Software,DE,6,65,1003,2,VEEV,0
0000936340,DTE ENERGY CO,4911,Electric Services,MI,9,241,1000,2,DTE,0
0001441816,"MongoDB, Inc.",7372,Services-Prepackaged Software,DE,7,56,1001,2,MDB,0
0001590364,FTAI Aviation Ltd.,7350,Services-Miscellaneous Equipment Rental & Leasing,,10,162,552,2,FTAI,0
0000731802,ATMOS ENERGY CORP,4924,Natural Gas Distribution,TX,12,138,1001,2,ATO,0
0000045012,HALLIBURTON CO,1389,"Oil & Gas Field Services, NEC",DE,9,82,1007,2,HAL,0
0001478242,IQVIA HOLDINGS INC.,8731,Services-Commercial Physical & Biological Research,DE,13,156,1011,2,IQV,0
0000886986,TECK RESOURCES LTD,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),A1,0,0,1000,2,TECK,0
0000084839,ROLLINS INC,7340,Services-To Dwellings & Other Buildings,DE,14,264,1000,2,ROL,0
0000079879,PPG INDUSTRIES INC,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods",PA,4,47,1010,1,PPG,0
0001140536,WILLIS TOWERS WATSON PLC,6411,"Insurance Agents, Brokers & Service",L2,4,63,1004,2,WTW,0
0001645590,Hewlett Packard Enterprise Co,3570,Computer & office Equipment,DE,8,116,1003,1,HPE,0
0001383650,"Cheniere Energy Partners, L.P.",4924,Natural Gas Distribution,DE,18,362,909,2,CQP,0
0001666175,Fortis Inc.,4911,Electric Services,A4,0,0,397,2,FTS,0
0000875045,BIOGEN INC.,2836,"Biological Products, (No Diagnostic Substances)",DE,12,114,1002,1,BIIB,0
0001097864,ON SEMICONDUCTOR CORP,3674,Semiconductors & Related Devices,DE,10,139,1007,2,ON,0
